Price,Location,Spare,Length,Width,Direction,Amenities
500 triệu,"Đường quốc lộ 20, Xã Lộc Ngãi, Huyện Bảo Lâm, Lâm Đồng",200 m²,5 m,100 m,--,1
4.7 tỷ,"Quốc lộ 51, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",125 m²,5 m,25 m,--,1
1.95 tỷ,"Đường Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",34 m²,--,--,--,1
3.4 tỷ,"Đường 18, Xã Long Châu, Huyện Yên Phong, Bắc Ninh",100 m²,--,--,--,1
400 triệu,"Thôn Thị , Xã Mỹ Hà, Huyện Lạng Giang, Bắc Giang",75 m²,--,--,--,1
1.05 tỷ,"ĐT753, Xã Tân Phước, Huyện Đồng Phú, Bình Phước",140 m²,5 m,28 m,--,1
3.56 tỷ,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng,",108.50 m²,17.83 m,6.01 m,T.Bắc,1
700 triệu,"Ql22, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",150 m²,30 m,5 m,--,1
10 tỷ,"Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",152 m²,--,--,--,1
1.55 tỷ,"Đường Hải Phong, Phường Hoà Nghĩa, Quận Dương Kinh, Hải Phòng",60 m²,--,4.5 m,--,1
38.37 tỷ,"Thông Phú Thọ, Phường Đông Hải, Tp. Phan Rang-Tháp Chàm, Ninh Thuận","4,039 m²",--,--,--,1
2.3 tỷ,"Bình kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",112 m²,20 m,5.6 m,T.Nam,1
120 tỷ,"Lạc Long Quân, Xã Tiến Thành, Tp. Phan Thiết, Bình Thuận","6,000 m²",120 m,59.99 m,Đ.Nam,1
2.1 tỷ,"Đường Long Mỹ - Láng Dài, Xã Lộc An, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",222 m²,44.45 m,5.05 m,Tây,1
5.3 tỷ,"Đường số 6, Xã Đoàn Kết, Huyện Vân Đồn, Quảng Ninh",124 m²,124 m,--,--,1
1.2 tỷ,"Gò Hưu, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",72 m²,4 m,18 m,--,1
1.79 tỷ,"DX132, Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",77 m²,19 m,5 m,--,1
3 tỷ,"Quốc lộ 19b, Xã Nhơn Hội, Tp. Qui Nhơn, Bình Định",100 m²,20 m,5 m,Đông,1
1.85 tỷ,"Ne8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",450 m²,30 m,9.99 m,--,0
660 triệu,"DT756, Xã Quang Minh, Huyện Chơn Thành, Bình Phước",250 m²,50 m,5 m,--,1
630 triệu,"Hiệp Thành, Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh",140 m²,28 m,5 m,T.Bắc,0
1.6 tỷ,"Đường Cao Bá Quát, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",100 m²,5 m,20 m,Đ.Nam,0
2 tỷ,"Đường quốc lộ 20, Xã Lộc Ngãi, Huyện Bảo Lâm, Lâm Đồng",500 m²,10 m,20 m,--,1
1.16 tỷ,"Quốc lộ 14, Xã Minh Thắng, Huyện Chơn Thành, Bình Phước",225 m²,5 m,45 m,--,1
24 tỷ,"Cây Bàng, Xã Tân Kiên, Huyện Bình Chánh, Hồ Chí Minh","2,000 m²",97 m,22 m,Đ.Bắc,1
910 triệu,"An Nhơn Tây, Xã An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh",249 m²,6.5 m,39 m,--,1
17 tỷ,"42 Nguyễn Đình Chiểu, Phường Tây Sơn, Tp. Pleiku, Gia Lai",292.60 m²,8.5 m,12 m,--,0
3 tỷ,"Kiệt đường Trần Hoành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",93 m²,23.3 m,4 m,T.Bắc,1
1.79 tỷ,"DX-132, Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",90 m²,18 m,5 m,--,1
4.25 tỷ,"Lô 47-khu b1-148, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100 m²,20 m,5 m,Đ.Bắc,1
1.19 tỷ,"Quốc lộ 14, Xã Minh Thành, Huyện Chơn Thành, Bình Phước",150 m²,--,--,--,1
1.6 tỷ,"ĐT 767, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",100 m²,5 m,20 m,--,1
1.19 tỷ,"Quốc lộ 14, Xã Minh Thành, Huyện Chơn Thành, Bình Phước",150 m²,--,--,--,1
1.6 tỷ,"ĐT 767, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",100 m²,5 m,20 m,--,1
1.79 tỷ,"QL13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",150 m²,5 m,30 m,Đ.Nam,1
650 triệu,"Huỳnh Thúc Kháng, Thị trấn Chợ Chùa, Huyện Nghĩa Hành, Quảng Ngãi",100 m²,5 m,20 m,Đông,1
5.4 tỷ,"Quốc Lộ 51, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",190 m²,37 m,6 m,Đ.Bắc,1
700 triệu,"TL823, Xã Đức Lập Thượng, Huyện Đức Hòa, Long An",100 m²,20 m,5 m,Đ.Nam,1
3 tỷ,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",120 m²,--,--,--,0
3.9 tỷ,"Hùng Vương, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",100 m²,20 m,5 m,Đ.Bắc,1
5.2 tỷ,"Láng Hòa Lạc, Xã Yên Bài, Huyện Ba Vì, Hà Nội",570 m²,38 m,15 m,--,1
3 tỷ,"Thôn Xuân Châu, Xã Đạ Pal, Huyện Đạ Tẻh, Lâm Đồng","9,023 m²",200 m,55 m,Nam,0
448 triệu,"Ql13, Xã Lộc Thịnh, Huyện Lộc Ninh, Bình Phước",230 m²,50 m,5 m,--,1
6.4 tỷ,"Đường số 22, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",98.60 m²,20 m,5 m,Đ.Bắc,0
7.8 tỷ,"Đường số 22, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",95.30 m²,19 m,5 m,Đ.Nam,0
6.7 tỷ,"Đường số 12, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",91.40 m²,--,--,T.Bắc,0
688 triệu,"Đường Bến Đình, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",125 m²,5 m,25 m,--,1
860 triệu,"DT751, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương","1,244 m²",130 m,10 m,T.Bắc,1
300 triệu,"QL14C, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",80 m²,5 m,16 m,--,1
650 triệu,"Đường Nguyễn Trung Trực, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",150 m²,5 m,30 m,--,1
14.85 tỷ,"Hồ Văn Tư, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",229 m²,28.65 m,7.26 m,Đ.Nam,0
950 triệu,"ĐT 634C, Xã Đức Minh, Huyện Mộ Đức, Quảng Ngãi",162 m²,23 m,7 m,Bắc,1
3.4 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,999.10 m²",--,--,--,0
5.4 tỷ,"Đường số 9, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",57 m²,11 m,5 m,T.Bắc,0
1.96 tỷ,"Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","2,000 m²",100 m,20 m,--,1
3.63 tỷ,"Xã Ea Drông, Thị Xã Buôn Hồ, Đắk Lắk","7,900 m²",--,--,--,1
2.1 tỷ,"391 Quốc lộ 20, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",267 m²,27 m,8.2 m,Tây,0
6.5 tỷ,"Đường số 22, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",75 m²,15 m,5.5 m,Nam,1
650 triệu,"295, Xã Mỹ Hà, Huyện Lạng Giang, Bắc Giang",75 m²,--,--,--,1
7.1 tỷ,"Đỗ Văn Thi, Phường Hiệp Hòa, Tp. Biên Hòa, Đồng Nai",270 m²,46 m,6.2 m,T.Nam,1
950 triệu,"749b, Xã Minh Thạnh, Huyện Dầu Tiếng, Bình Dương",369 m²,36 m,10 m,--,1
1 tỷ,"Bàu Cạn, Xã Xuân Mỹ, Huyện Cẩm Mỹ, Đồng Nai","1,117 m²",80 m,15 m,--,1
7.13 tỷ,"Tỉnh Lộ 10, Phường Phú Thượng, Huyện Phú Vang, Thừa Thiên Huế",297 m²,24 m,11 m,Nam,1
2.5 tỷ,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100 m²,20 m,5 m,--,0
2.49 tỷ,"Đ. Lê Thị Trung, Phường An Phú, Tp. Thuận An, Bình Dương",97.50 m²,17.5 m,5.5 m,Đ.Nam,1
2 tỷ,"Hẻm 56 đường Nguyễn Trãi, Xã Lộc Thanh, Tp. Bảo Lộc, Lâm Đồng",782 m²,--,--,--,1
6.7 tỷ,"Quốc lộ 14, Xã Nhân Cơ, Huyện Đắk R'Lấp, Đắk Nông","1,187 m²",28 m,42 m,T.Bắc,1
3.9 tỷ,"Bàu Cạn, Xã Tân Hiệp, Huyện Long Thành, Đồng Nai","1,050 m²",32 m,33 m,--,1
2.75 tỷ,"QL1A, Phường Võ Cường, Tp. Bắc Ninh, Bắc Ninh",48.60 m²,6.5 m,--,--,1
2.1 tỷ,"Đường Long Mỹ - Láng Dài, Xã Lộc An, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",223 m²,5.05 m,44.45 m,Tây,1
900 triệu,"291, Xã Giang Sơn, Huyện Gia Bình, Bắc Ninh",96 m²,--,7.96 m,--,1
2.1 tỷ,"18, Phường Vân Dương, Tp. Bắc Ninh, Bắc Ninh",66 m²,--,--,--,1
2.41 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,377 m²",--,--,--,0
3.2 tỷ,"Phạm Văn Đồng, phường Phú Thượng, Huyện Phú Vang, Thừa Thiên Huế",101 m²,16 m,6 m,Đông,0
1.1 tỷ,"Lê Hồng Phong, Xã Liên Hiệp, Huyện Đức Trọng, Lâm Đồng",100 m²,20 m,5 m,Đ.Bắc,1
2.85 tỷ,"Tô Vĩnh Diện, Phường Đông Hòa, Tp. Dĩ An, Bình Dương",63 m²,13.5 m,4.5 m,--,0
3.69 tỷ,"Phường Hòa Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",97 m²,19.5 m,5 m,Đ.Nam,1
2.27 tỷ,"Hùng Vương, Phường Phú Hội, Tp. Huế, Thừa Thiên Huế",103 m²,15 m,5 m,T.Nam,1
1.2 tỷ,"14B, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",150 m²,7 m,5 m,T.Bắc,0
3.55 tỷ,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",108.50 m²,--,--,--,1
708 triệu,"605, Xã Điện Tiến, Thị xã Điện Bàn, Quảng Nam",179 m²,29 m,6 m,--,0
1.76 tỷ,"277, Xã Hương Mạc, Thị xã Từ Sơn, Bắc Ninh",126 m²,--,--,--,0
400 triệu,"Quốc lộ 14D, Xã Chà Vàl, Huyện Nam Giang, Quảng Nam",100 m²,20 m,5 m,--,1
1.35 tỷ,"DT605, Xã Điện Hồng, Thị xã Điện Bàn, Quảng Nam",150 m²,5 m,7 m,T.Nam,0
1.35 tỷ,"Đường Cao Bá Quát, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",110 m²,5 m,22 m,--,1
1.4 tỷ,"51, Xã Châu Pha, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",130 m²,26 m,5 m,T.Bắc,1
4.9 tỷ,"Đường số 10, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh",84 m²,4.03 m,20.9 m,T.Nam,0
5 tỷ,"Luồng Lặt, Xã Yên Trung, Huyện Thạch Thất, Hà Nội","1,514 m²",50 m,30 m,--,0
790 triệu,"Chà Là, Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh",714 m²,71 m,10 m,--,1
1.69 tỷ,"DH8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,0
1.79 tỷ,"Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
5.5 tỷ,"Đường số 36, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",75 m²,4 m,18.5 m,T.Nam,0
515 triệu,"Quốc Lộ 22, Xã Long Khánh, Huyện Bến Cầu, Tây Ninh",225 m²,45 m,5 m,--,1
1.21 tỷ,"Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","1,100 m²",100 m,12 m,--,1
800 triệu,"DT782, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
680 triệu,"ĐT784, Xã Phước Ninh, Huyện Dương Minh Châu, Tây Ninh",445 m²,56 m,6 m,--,1
1 tỷ,"Dh418, Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",66 m²,--,--,Đông,0
4.2 tỷ,"Đường số 8, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",63 m²,14 m,4.5 m,T.Bắc,0
1.2 tỷ,"DT741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",350 m²,50 m,6 m,--,1
3 tỷ,"Cây Da, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh",130 m²,--,--,--,1
960 triệu,"749, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương",369 m²,24 m,8 m,--,1
1.16 tỷ,"Quốc lộ 14, Xã Minh Thắng, Huyện Chơn Thành, Bình Phước",225 m²,5 m,45 m,--,1
700 triệu,"Quốc lộ 1A , Phường Tam Quan, Thị xã Hoài Nhơn, Bình Định",150 m²,--,--,--,1
7.8 tỷ,"Đường số 22, Phường Linh Đông, Tp. Thủ Đức, Hồ Chí Minh",95 m²,19.06 m,5 m,Đ.Nam,0
468 triệu,"Lộ 25, Xã Bàu Hàm 2, Huyện Thống Nhất, Đồng Nai",144 m²,29 m,5 m,Nam,1
1.9 tỷ,"Bùi Công Trừng, Xã Nhị Bình, Huyện Hóc Môn, Hồ Chí Minh",520 m²,52 m,10 m,Đ.Nam,1
550 triệu,"Quốc lộ 1A , Phường Tam Quan, Thị xã Hoài Nhơn, Bình Định",100 m²,20 m,5 m,--,1
970 triệu,"DT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",210 m²,21 m,10 m,Bắc,1
450 triệu,"Đường ĐT 756, Xã Minh Lập, Huyện Chơn Thành, Bình Phước",250 m²,50 m,5 m,--,1
520 triệu,"Liên ấp 2-6, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",40 m²,10 m,4 m,--,1
13.6 tỷ,"Bến Đình, Xã An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh","1,819 m²",52 m,34 m,--,1
575 triệu,"Đường Đặng Văn Sơn, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",120 m²,5 m,24.5 m,--,1
1.9 tỷ,"Bùi Thị Điệt, Xã Phạm Văn Cội, Huyện Củ Chi, Hồ Chí Minh",520 m²,52 m,10 m,Đ.Nam,1
1.7 tỷ,"Nguyễn Thị Rành, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh",520 m²,52 m,10 m,Đ.Nam,1
1.35 tỷ,"Quốc Lộ 50, Xã Đa Phước, Huyện Bình Chánh, Hồ Chí Minh",80 m²,16 m,48 m,Nam,0
234.5 triệu,"Mộc Châu, Xã Phiêng Luông, Huyện Mộc Châu, Sơn La",469 m²,--,--,--,1
1.21 tỷ,"Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","1,100 m²",100 m,20 m,--,1
5.8 tỷ,"Cư Xá Điện Lực, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",54 m²,12.2 m,4.77 m,Tây,0
1.67 tỷ,"NE8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
3.9 tỷ,"Bàu Cạn, Xã Tân Hiệp, Huyện Long Thành, Đồng Nai","1,050 m²",32 m,33 m,--,1
15 tỷ,"QL1A, Thị trấn Tân Nghĩa, Huyện Hàm Tân, Bình Thuận","5,000 m²",--,--,--,0
8.6 tỷ,"Đồi Thị trấn Tân Nghĩa, Huyện Hàm Tân, Bình Thuận",18 m²,--,--,--,0
810 triệu,"Quốc Lộ 1A, Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận","5,611 m²",--,--,--,1
4.5 tỷ,"Đường số 6, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh",104 m²,23.2 m,4.5 m,Đ.Nam,0
1.45 tỷ,"Sông Xoài, Xã Sông Xoài, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",200 m²,37 m,5 m,Đ.Nam,1
4.7 tỷ,"Quốc lộ 51, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",120 m²,37 m,5 m,Đ.Nam,1
960 triệu,"Nhuận Đức, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh",125 m²,--,--,--,1
912.5 triệu,"ĐT782, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
1.68 tỷ,"391 Quốc lộ 20, Xã Bình Thạnh, Huyện Đức Trọng, Lâm Đồng",300 m²,6 m,54 m,Nam,0
16.5 tỷ,"Trương Vĩnh Nguyên, Phường Thường Thạnh, Quận Cái Răng, Cần Thơ","3,000 m²",100 m,30 m,--,1
6 tỷ,"Đường số 11, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",75 m²,15 m,5 m,T.Nam,0
6.75 tỷ,"Đường Bãi Dài, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội",500 m²,50 m,10 m,--,1
1.79 tỷ,"DX132, Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",90 m²,19 m,5 m,--,1
2.8 tỷ,"DH12, Xã Tu Tra, Huyện Đơn Dương, Lâm Đồng",200 m²,--,--,--,1
1.06 tỷ,"Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Hồ Chí Minh",110 m²,22 m,5 m,--,1
2.9 tỷ,"10, Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế",105 m²,20 m,5 m,Bắc,1
5.3 tỷ,"Đường số 12, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",63 m²,15.75 m,4.02 m,T.Nam,0
660 triệu,"DT756, Xã Quang Minh, Huyện Chơn Thành, Bình Phước",250 m²,5 m,50 m,--,1
665 triệu,"DT756, Xã Quang Minh, Huyện Chơn Thành, Bình Phước",230 m²,5 m,46 m,--,1
680 triệu,"Đường Suối Cầu Đúc, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
1.65 tỷ,"Tỉnh lộ 10, Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",90 m²,18 m,5 m,--,0
950 triệu,"TL824, Xã Hựu Thạnh, Huyện Đức Hòa, Long An",100 m²,20 m,5 m,Đ.Bắc,1
500 triệu,"Thị trấn Đắk Hà, Huyện Đắk Hà, Kon Tum",180 m²,30 m,6 m,Đông,1
5.5 tỷ,"Đường số 7, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",71 m²,17.34 m,4.1 m,T.Bắc,0
9 tỷ,"Đường số 13, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh",179 m²,17.2 m,10.42 m,T.Bắc,0
3.08 tỷ,"Đường 818, Thị trấn Thủ Thừa, Huyện Thủ Thừa, Long An",220 m²,20 m,11 m,T.Bắc,1
1.85 tỷ,"Ngải Trồ, Xã Y Tý, Huyện Bát Xát, Lào Cai",396 m²,--,20.02 m,--,1
2.41 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,377 m²",--,--,--,0
2.1 tỷ,"Xã Hạ Bằng, Huyện Thạch Thất, Hà Nội",95 m²,18.94 m,5 m,--,1
450 triệu,"8, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",175 m²,--,--,--,0
2.25 tỷ,"Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh",90 m²,18 m,5 m,Tây,1
1.95 tỷ,"Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh",80 m²,16 m,5 m,Đ.Nam,1
1.95 tỷ,"Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh",80 m²,16 m,5 m,Đ.Nam,1
2.65 tỷ,"Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh",130 m²,26 m,5 m,Đ.Nam,1
1.7 tỷ,"Tôn Thất Sơn, Phường Thủy Phương, Thị xã Hương Thủy, Thừa Thiên Huế",94 m²,16 m,6 m,Đ.Bắc,1
1.7 tỷ,"21, Xã Phú Cát, Huyện Quốc Oai, Hà Nội",110 m²,15 m,8 m,--,1
739 triệu,"Quốc lộ 13, Xã Lộc Thịnh, Huyện Lộc Ninh, Bình Phước",275 m²,55 m,5 m,--,1
2.5 tỷ,"Đường Kim Đồng, Phường 6, Tp. Đà Lạt, Lâm Đồng",100 m²,--,--,--,0
900 triệu,"Xã Tân Lợi, Huyện Đồng Phú, Bình Phước","1,000 m²",100 m,10 m,T.Bắc,1
490 triệu,"Ea H'ning , Xã Dray Bhăng, Huyện Cư Kuin, Đắk Lắk",355 m²,35.5 m,10 m,--,1
2.3 tỷ,"Nguyễn Trường Tộ, Phường Ninh Giang, Thị xã Ninh Hòa, Khánh Hòa",400 m²,24 m,16 m,Đông,0
8 tỷ,"Trần Quý Cáp, Phường Mỹ Đông, Tp. Phan Rang-Tháp Chàm, Ninh Thuận",360 m²,--,--,--,0
--,--,--,--,--,--,0
2.75 tỷ,"79A, Xã Long Phước, Tp. Bà Rịa, Bà Rịa - Vũng Tàu",407.60 m²,41.13 m,10.1 m,Đông,1
600 triệu,"An Nhơn Tây, Xã Phước Thạnh, Huyện Củ Chi, Hồ Chí Minh",150 m²,30 m,5 m,--,1
2.36 tỷ,"Thôn Phong Phú, Phường Ninh Giang, Thị xã Ninh Hòa, Khánh Hòa",393 m²,8 m,40 m,Đ.Nam,0
780 triệu,"Quốc lộ 22, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
490 triệu,"Bến Đình, Thị trấn Bến Cầu, Huyện Bến Cầu, Tây Ninh",150 m²,30 m,5 m,--,1
7.4 tỷ,"Đặng Văn Bi, Phường Bình Thọ, Tp. Thủ Đức, Hồ Chí Minh",126 m²,22 m,5.5 m,T.Bắc,0
900 triệu,"Quốc lộ 14B, Xã Đại Đồng, Huyện Đại Lộc, Quảng Nam",120 m²,20 m,6 m,--,1
2.8 tỷ,"DT 716, Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","20,000 m²",--,--,--,0
790 triệu,"ĐT756B, Thị trấn Tân Khai, Huyện Hớn Quản, Bình Phước",250 m²,45 m,5 m,Đ.Nam,1
790 triệu,"DT756, Xã Minh Hưng, Huyện Chơn Thành, Bình Phước",230 m²,45 m,5 m,--,1
639 triệu,"DT245, Xã Đồng Nơ, Huyện Hớn Quản, Bình Phước","1,000 m²",20 m,50 m,--,1
638 triệu,"Đường Bà Triệu, Phường Phú Thịnh, Thị xã Bình Long, Bình Phước",900 m²,14 m,60 m,--,1
1.14 tỷ,"Quốc lộ 14, Xã Minh Thắng, Huyện Chơn Thành, Bình Phước",225 m²,45 m,5 m,--,1
600 triệu,"Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",104 m²,5 m,21 m,--,1
1.21 tỷ,"Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","1,100 m²",11 m,100 m,--,1
1.5 tỷ,"LK23, Phường Nghĩa Chánh, Tp. Quảng Ngãi, Quảng Ngãi",125 m²,25 m,5 m,Bắc,1
1.1 tỷ,"DT 835, Xã Phước Hậu, Huyện Cần Giuộc, Long An",124 m²,27.4 m,4 m,--,1
11.7 tỷ,"Vương Văn Trà , Phường Suối Hoa, Tp. Bắc Ninh, Bắc Ninh",77 m²,16 m,4.8 m,T.Bắc,1
2.08 tỷ,"QL 18, Thị trấn Phố Mới, Huyện Quế Võ, Bắc Ninh",60 m²,4 m,--,--,1
2.15 tỷ,"Lãm Trại, Phường Vân Dương, Tp. Bắc Ninh, Bắc Ninh",66 m²,--,--,T.Bắc,1
870 triệu,"268 Nguyễn Trãi, Phường Võ Cường, Tp. Bắc Ninh, Bắc Ninh",64 m²,--,--,--,1
9 tỷ,"Đặng Văn Bi, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",203 m²,--,--,--,0
1.98 tỷ,"DX132, Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",77 m²,17 m,5 m,--,1
493 triệu,"QL22B, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",144 m²,28 m,5 m,--,1
2.5 tỷ,"Đường ĐT 823, Xã Đức Lập Thượng, Huyện Đức Hòa, Long An",120 m²,6 m,20 m,T.Bắc,1
5 tỷ,"Quốc Lộ 51, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",120 m²,25 m,5 m,Đ.Nam,1
2 tỷ,"TL823, Xã Đức Lập Thượng, Huyện Đức Hòa, Long An",120 m²,20 m,6 m,Đ.Nam,1
1.4 tỷ,"7, Phường Võ Cường, Tp. Bắc Ninh, Bắc Ninh",60 m²,9 m,8 m,--,1
750 triệu,"Quốc lộ 22, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
1.8 tỷ,"Gò Hưu, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",100 m²,--,--,--,1
2.36 tỷ,"Thôn Phong Phú, Phường Ninh Giang, Thị xã Ninh Hòa, Khánh Hòa",393 m²,40 m,8 m,Đ.Nam,0
2.3 tỷ,"Xã Ninh Giang, Phường Ninh Giang, Thị xã Ninh Hòa, Khánh Hòa",400 m²,24 m,16 m,Đông,0
1.12 tỷ,"Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",110 m²,22 m,5 m,--,1
1.2 tỷ,"Xã Đức Lập Hạ, Huyện Đức Hòa, Long An",80 m²,16 m,5 m,--,1
500 triệu,"Nguyễn Trung trực , Thị trấn Bến Cầu, Huyện Bến Cầu, Tây Ninh",120 m²,5 m,24 m,--,1
670 triệu,"Quốc lộ 22, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
1.4 tỷ,"Đường ĐT 744, Xã Định Thành, Huyện Dầu Tiếng, Bình Dương",319 m²,60 m,5 m,--,1
1.4 tỷ,"Đường ĐT 744, Xã Định Thành, Huyện Dầu Tiếng, Bình Dương",319 m²,60 m,5 m,--,1
860 triệu,"DT782, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
